"Genus","Species","tmax_metric","tmax_acc","tmax_acc_days","tmax_acc_type","tmax_col_time_if_field_fresh","tmax","lat_max","long_max","no_NicheMapR_data","altitude","Phylum","Class","Order","Family","Realm","REF_max","citation_details_or_paper_in_which_data_were_compiled","notes.2017","NM_1cm_airshade","NM_2m_airshade","NM_exposed_bodytemp","NM_exposed_air","NM_exposed_body_wet","NM_shade_body_wet","thermy","weight","weight_source","length","notes","NMGHCND_2m_airshade95","NMGHCND_exposed_Te95","NMGHCND_exposed_Te_wet95","NMGHCND_shade_Te_wet95","NMGHCND_exposed_Tb95","NMGHCND_exposed_Tb_wet95","NMGHCND_shade_Tb_wet95","NMGHCND_2m_shade_Tb95"
"Liolaemus","cf_elongatus","crit",29,NA,"","",45.1,-41.88333333,-69.36666667,"",1850,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_2005","Sunday_et_al_PNAS_2014","",23.91204834,23.1305542,43.54571152,33.53069687,20.88075638,12.57374763,NA,NA,NA,NA,NA,19.8831939697266,37.7046728134155,19.0073862075806,12.0990032196045,NA,NA,NA,NA
"Liolaemus","cf_telsen","crit",29,NA,"","",44.6,-42.3947,-64.59311,"",400,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_2005","Sunday_et_al_PNAS_2014","",29.65748596,28.9041748,47.33420181,38.34211349,28.16568184,17.57206917,NA,NA,NA,NA,NA,26.3605819702148,42.1590059280395,23.0195722579956,17.5962426185608,NA,NA,NA,NA
"Liolaemus","chacoensis","crit",29,NA,"","",44.1,-28.8017,-66.93978333,"",700,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",32.95732498,30.80487061,64.1138382,50.10061646,34.20859909,21.06761742,"ectotherm",5.15,"Slavenko et al. 2016 database",NA,NA,29.2828674316406,59.0829925537109,31.4767330169678,21.4800330162048,59.0829919202463,31.4767330192963,21.4800330136722,29.2828673017683
"Liolaemus","cuyanus","crit",29,NA,"","",45.7,-28.18,-67.11,"",400,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",34.49573517,32.20355225,65.71095276,51.81445313,35.45007324,22.61881447,"ectotherm",37.38,"Slavenko et al. 2016 database",NA,NA,30.7139892578125,60.8456790924072,33.1289619445801,23.132338142395,60.8454061884017,33.1286615627692,23.1323532178443,30.7144615603841
"Liolaemus","darwinii","crit",29,NA,"","",44.68,-29.51,-67.57,"",800,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",29.39383125,27.41479492,60.87246704,46.05103683,32.02570343,17.9831562,"ectotherm",10.4,"Slavenko et al. 2016 database",NA,NA,25.7393630981445,55.4850259780884,28.590851020813,18.331898021698,55.4850259375854,28.5908490468187,18.3318974366149,25.7393642364012
"Liolaemus","fitzingerii","crit",29,NA,"","",44.45,-43.48536,-65.46557,"",0,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",28.70070457,28.0032959,44.84570313,36.45135117,22.76407814,16.2487011,"ectotherm",44.08,"Slavenko et al. 2016 database",NA,NA,25.514404296875,40.1257810592651,21.4703305244446,16.2633171081543,40.1265764806272,21.4705479779404,16.2636547385122,25.5130751323714
"Liolaemus","irregularis","crit",29,NA,"","",44.98,-24.25133333,-66.352,"",3060,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",17.14949417,16.00219727,42.76448822,29.73778534,17.83088875,8.303438187,"ectotherm",23.67,"Slavenko et al. 2016 database",NA,NA,15.7892456054688,39.1189460754395,17.4656344413757,8.79028940200805,39.1186714012513,17.4656258632875,8.79034952152158,15.789093317101
"Liolaemus","kingii","crit",29,NA,"","",44.5,-45.41,-67.56,"",0,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",25.02282143,24.44650269,39.00563431,31.58098793,19.77649498,13.75669765,"ectotherm",32.81,"Slavenko et al. 2016 database",NA,NA,22.2412109375,35.2652540206909,18.6784279823303,13.7026799678802,35.2647269992643,18.6785110470091,13.7026855546924,22.2411127930088
"Liolaemus","koslowskyi","crit",29,NA,"","",46.1,-28.8017,-66.56387,"",800,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",35.77752686,33.40054321,67.82672119,53.81241608,36.286129,23.30295944,"ectotherm",17.75,"Slavenko et al. 2016 database",NA,NA,31.713395690918,62.2523733139038,33.8729906082153,23.6964556694031,62.25218836394,33.8730055757467,23.6964430400084,31.7134033403162
"Liolaemus","kriegi","crit",29,NA,"","",43.67,-42.07833333,-69.51715,"",950,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",24.43526268,23.68847656,43.6876564,33.91381836,21.29569817,13.2117424,"ectotherm",50.58,"Slavenko et al. 2016 database",NA,NA,20.47412109375,37.8421676635742,19.4067226409912,12.7290023326874,37.8402909236264,19.4065805288783,12.7285013508238,20.473665239163
"Liolaemus","laurenti","crit",29,NA,"","",46.18,-30.1226,-67.4013,"",800,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",34.07117081,31.81887817,66.65381622,52.06687927,35.3332901,21.85189629,"ectotherm",12.38,"Slavenko et al. 2016 database",NA,NA,29.7826538085938,60.5945188522339,32.3320405960083,21.9994616508484,60.5945214993385,32.3320418740256,21.9994587909981,29.7826496836949
"Liolaemus","melanops","crit",29,NA,"","",44.94,-42.26993,-64.0754,"",900,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",29.47989845,28.71466064,47.07562637,38.15805817,28.21633339,17.71806145,"ectotherm",31.8,"Slavenko et al. 2016 database",NA,NA,26.1635528564453,41.8320381164551,23.0755808830261,17.7166157722473,41.8321799568549,23.0756306964335,17.7165491186943,26.1636471534204
"Liolaemus","multicolor","crit",29,NA,"","",44.7,-40.44288333,-68.3728,"",0,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",27.69787407,26.53137207,51.97751999,40.13297653,28.18590927,14.81361008,"ectotherm",19.12,"Slavenko et al. 2016 database",NA,NA,23.0697525024414,45.4609910964966,22.5070908546448,14.4125256538391,45.4609590621418,22.5070956055656,14.4125531714272,23.0697681892178
"Liolaemus","multimaculatus","crit",29,NA,"","",43.83,-38.54,-58.55266667,"",0,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",28.30073357,27.41662598,49.26800919,39.07304764,30.93369293,19.86026573,"ectotherm",12.02,"Slavenko et al. 2016 database",NA,NA,24.5719604492188,43.4722303390503,26.6131861686707,19.5107743263245,43.4722091888187,26.6131917701442,19.5107746630772,24.5719524458858
"Liolaemus","olongasta","crit",29,NA,"","",44.58,-29.81666667,-67.95,"",900,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",33.16189575,30.72894287,66.93371582,51.79571152,35.15673447,21.1171608,"ectotherm",9.49,"Slavenko et al. 2016 database",NA,NA,28.7937042236328,60.8285844802856,32.1630220413208,21.3909880638123,60.8285845440608,32.1630232615188,21.3909875562724,28.7937042784026
"Liolaemus","petrophilus","crit",29,NA,"","",45.23,-42.2606,-68.4115,"",900,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",25.02345657,24.15682983,44.60341263,34.55879211,21.27499771,13.0205164,"ectotherm",33.42,"Slavenko et al. 2016 database",NA,NA,20.956510925293,38.8170351028442,19.4204865455627,12.5893671989441,38.8160848943171,19.4205186975987,12.5894124545237,20.9563442092584
"Liolaemus","poecilochromus","crit",29,NA,"","",44.16,-27.52333333,-68.12583333,"",3500,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",18.39409637,16.96264648,46.18754959,31.83470154,20.35327148,9.395366669,"ectotherm",14.08,"Slavenko et al. 2016 database",NA,NA,16.9012237548828,42.7837036132812,19.4337116241455,10.4656033992767,42.7836972412965,19.4337020282936,10.4656099525424,16.9012294914705
"Liolaemus","pseudoanomalus","crit",29,NA,"","",45.93,-28.8017,-66.93978333,"",990,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",32.95732498,30.80487061,64.1138382,50.10061646,34.20859909,21.06761742,"ectotherm",9.94,"Slavenko et al. 2016 database",NA,NA,29.2828674316406,59.0829925537109,31.4767330169678,21.4800330162048,59.0829733352012,31.4767333043075,21.4800327036832,29.2828635029087
"Liolaemus","quilmes","crit",29,NA,"","",44.69,-26.5936,-66.1649,"",1600,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",26.46167946,24.5296936,51.9848671,39.45621109,28.82645226,16.44961548,"ectotherm",22.87,"Slavenko et al. 2016 database",NA,NA,23.8585510253906,48.4193984985352,24.8162087440491,16.861639213562,48.4194120080287,24.8161575684667,16.8615897486439,23.85847562779
"Liolaemus","riojanus","crit",29,NA,"","",45.2,-30.20433333,-67.66883333,"",500,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",33.19017029,30.92791748,66.24193573,51.10109329,34.75714111,20.95118523,"ectotherm",7.84,"Slavenko et al. 2016 database",NA,NA,28.7927001953125,59.9152225494385,31.550414276123,21.0756778717041,59.9152175490818,31.5504141760034,21.0756776902809,28.7927001492937
"Liolaemus","robertmertensi","crit",29,NA,"","",43,-28.80833333,-66.74216667,"",690,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",35.21320343,32.80096436,67.30428314,53.21260071,35.89548111,22.84659958,"ectotherm",7.84,"Slavenko et al. 2016 database",NA,NA,31.1455688476562,61.7998193740845,33.4715507507324,23.2598861694336,61.7998196884302,33.4715503481692,23.2598863006186,31.1455673499137
"Liolaemus","rothi","crit",29,NA,"","",43.8,-40.2863,-68.45448333,"",500,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",28.15582848,26.93899536,52.94428635,40.93437576,28.87997055,15.16917419,"ectotherm",37.29,"Slavenko et al. 2016 database",NA,NA,23.5093688964844,46.2157257080078,22.9058066368103,14.7853705406189,46.2154075283756,22.90537337211,14.7853557637119,23.5095228411034
"Liolaemus","salinicola","crit",29,NA,"","",48.21,-27.47616667,-67.64016667,"",0,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",29.54544067,27.50897217,59.23923874,45.24321365,32.0900116,18.9747467,"ectotherm",14.6,"Slavenko et al. 2016 database",NA,NA,26.6755981445312,55.2087577819824,29.564998626709,19.7566707611084,55.2087447896508,29.5649798814464,19.756671863537,26.6755912533389
"Liolaemus","scapularis","crit",29,NA,"","",45.57,-26.5936,-66.1649,"",1000,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",26.46167946,24.5296936,51.9848671,39.45621109,28.82645226,16.44961548,"ectotherm",14.6,"Slavenko et al. 2016 database",NA,NA,23.8585510253906,48.4193984985352,24.8162087440491,16.861639213562,48.4194039952371,24.8161987892189,16.8616335746345,23.8585366204251
"Liolaemus","scrocchi","crit",29,NA,"","",43.91,-24.13516667,-66.67433333,"",3200,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",17.35810089,16.20733643,43.13485336,30.08974457,18.09365654,8.259037971,NA,NA,NA,NA,NA,16.1700073242187,39.6998233795166,17.7905763626099,9.07103066444397,NA,NA,NA,NA
"Liolaemus","sp1","crit",29,NA,"","",45,-37.3963,-67.1124,"",1200,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_2005","Sunday_et_al_PNAS_2014","",35.34733582,33.26123047,67.59785461,53.38330841,35.7090416,21.43423843,NA,NA,NA,NA,NA,29.866731262207,59.6617963790893,32.0922574996948,21.1969185829163,NA,NA,NA,NA
"Liolaemus","sp2","crit",29,NA,"","",44.7,-40.44288333,-68.3728,"",200,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_2005","Sunday_et_al_PNAS_2014","",27.69787407,26.53137207,51.97751999,40.13297653,28.18590927,14.81361008,NA,NA,NA,NA,NA,23.0697525024414,45.4609910964966,22.5070908546448,14.4125256538391,NA,NA,NA,NA
"Liolaemus","sp3","crit",29,NA,"","",43.85,-24.30526667,-66.15116667,"",3350,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_2005","Sunday_et_al_PNAS_2014","",19.03297424,17.81747437,45.26955795,32.18390656,19.4630661,9.781103134,NA,NA,NA,NA,NA,17.563818359375,41.2861122131348,19.1196655273437,10.5905953884125,NA,NA,NA,NA
"Liolaemus","xanthoviridis","crit",29,NA,"","",44.48,-43.73838333,-65.5761,"",0,"Chordata","Reptilia","Squamata","Tropiduridae","Terrestrial","Cruz_et_al._2005","Sunday_et_al_PRSB_2011","",28.02183151,27.25036621,43.90975952,35.63195038,22.25628281,15.67492771,"ectotherm",34.04,"Slavenko et al. 2016 database",NA,NA,24.8420013427734,39.3229570388794,20.9642418861389,15.7359381198883,39.3226012968387,20.9641798920667,15.735688107659,24.8426035995853
"Liothyrella","neozelanica","crit",13,90,"field_fresh","",29.4,-45.4,167.1,"",0,"Brachiopoda","Rhynchonellata","Terebratulida","Terebratulidae","Marine","Morley_et_al2016","Journal_of_the_Marine_Biological_Association_of_the_United_Kingdom_2016_96(1)_159_165","added acclimation; some more species from antarctica could be added",NA,NA,NA,NA,NA,NA,"ectotherm",8,"Approximation from ratio of adductor muscle weights/shell length/wet weight - Peck et al. 1986 liothyrella neozelanica weight & Lurman et al. 2010 https://doi.org/10.1007/s00227-009-1374-z",4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liothyrella","uva","leth",0,30,"lab","",4.5,-60.71,-45.6,"",0,"Brachiopoda","Rhynchonellata","Terebratulida","Terebratulidae","Marine","Peck_1989","Sunday_et_al_PRSB_2011","added acclimation; specimens were kept on a ship from antarctica to UK at 0ïC; so guessed 30 days; cold tolerance assumed; should be remvoed.",NA,NA,NA,NA,NA,NA,"ectotherm",8,"Peck et al. 1986 liothyrella neozelanica weight",3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lipophrys","trigloides","crit",24,14,"lab","",33.8,38,-9,"",0,"Chordata","Actinopterygii","Perciformes","Blenniidae","Marine","Madeira_et_al2012","Journal_of_Sea_Research_70_(2012)_32_41","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",20.43,"fishbase from LW relationship of related species",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Litoria","gracilenta","crit",25,NA,"","",39,-27.5,153,"",5,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Johnson_1972","Sunday_et_al_PNAS_2014","",30.71968651,29.47052002,59.73538589,42.33721924,41.36504364,22.98890877,"ectotherm",3.7,"AmphiBIO",5,NA,28.0883377075195,49.0502296447754,29.7686122894287,21.7568252563477,49.0502296421463,29.7686122898609,21.756825256386,28.0883377060044
"Liza","ramada","crit",24,14,"lab","",38,38,-9,"",0,"Chordata","Actinopterygii","Mugiliformes","Mugilidae","Marine","Madeira_et_al2012","Journal_of_Sea_Research_70_(2012)_32_41","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",2900,"fishbase",70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liza","vaigiensis","crit",35,14,"lab","",44.5,-5.45,124,"",0,"Chordata","Actinopterygii","Mugiliformes","Mugilidae","Marine","Eme_and_Bennett_2009","Sunday_et_al_PRSB_2011","corrected the years of the citation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lutjanus","apodus","leth",30,90,"field_fresh","",40,9.5,-78,"",0,"Chordata","Actinopterygii","Perciformes","Lutjanidae","Marine","Scholander_et_al1953","Physiological_Zoology_Vol._26_No._1_(Jan._1953)_pp._67-92","",NA,NA,NA,NA,NA,NA,"ectotherm",10800,"fishbase",67.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lutjanus","guttatus","crit",26.5,90,"field_fresh","",37.4,2.96,-78.2,"",0,"Chordata","Actinopterygii","Perciformes","Lutjanidae","Marine","Mora_and_Ospina_2001;_2002","Sunday_et_al_PRSB_2011","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",1310,"fishbase",80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macromia","taeniolata","crit",25,NA,"","",44.8,29.6,-82.3,"",55,"Arthropoda","Insecta","Odonata","Macromiidae","Terrestrial","May_1978","Sunday_et_al_PNAS_2014","",33.61157608,32.71127319,55.40496063,45.65523529,35.16519928,26.24110603,"ectotherm",0.001197,"May 1991 J. exp. Biol. 158, 325-342 http://jeb.biologists.org/content/jexbio/158/1/325.full.pdf",NA,NA,30.9857788085938,50.8137338638306,32.5436080932617,25.6133712768555,50.8137338638306,32.5436080932617,25.6133712768555,30.9857788085938
"Malacoctenus","zonifer","crit",26.5,90,"field_fresh","",38.2,2.96,-78.2,"",0,"Chordata","Actinopterygii","Perciformes","Labrisomidae","Marine","Mora_and_Ospina_2001;_2002","Sunday_et_al_PRSB_2011","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Margarites","refulgens","leth",-1.8,90,"field_fresh","",19,-77.8,166.67,"",0,"Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Marine","Bates_et_al_2010","Sunday_et_al_PRSB_2011","added acclimation temp based on reported field temperature of field-fresh specimen. Removed cold tolerance as it was artificial",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melophorus","bagoti","crit",40,NA,"","",56.7,-23.7,133.88,"",608,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Christian_Morton1992","Sunday_et_al_PNAS_2014","",37.45150375,36.06262207,61.82114029,50.49776459,31.69524765,20.13983154,"ectotherm",0.897,"From length-weight relationship in Wardhaugh 2013 https://onlinelibrary.wiley.com/doi/pdf/10.1111/aen.12032",1.2,NA,33.8790740966796,57.3062898635864,28.6411799430847,20.1065929412842,57.3062898635864,28.6411799430847,20.1065929412842,33.8790740966796
"Menidia","menidia","leth",28,5,"lab","",32.5,40,-74,"",0,"Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Marine","Hoff_and_Westman_1966_in_Brett_1970","Sunday_et_al_PRSB_2011","added acclimation; duration reported as 2-30 days.",NA,NA,NA,NA,NA,NA,"ectotherm",21.62322002,"fishbase from LW relationship",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Messor","bouvieri","crit",20,NA,"","",44,41.296,2.09,"",50,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Cerda_2002","Sunday_et_al_PNAS_2014","",29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,"ectotherm",0.897,"From length-weight relationship in Wardhaugh 2013 https://onlinelibrary.wiley.com/doi/pdf/10.1111/aen.12032",1.2,NA,25.3716232299805,46.8121095657349,28.9789026260376,21.1801919937134,46.8121095657345,28.9789026260376,21.1801919937134,25.3716232299805
"Messor","capitatus","crit",20,NA,"","",44,41.296,2.09,"",50,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Cerda_2002","Sunday_et_al_PNAS_2014","",29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,"ectotherm",0.897,"From length-weight relationship in Wardhaugh 2013 https://onlinelibrary.wiley.com/doi/pdf/10.1111/aen.12032",1.2,NA,25.3716232299805,46.8121095657349,28.9789026260376,21.1801919937134,46.8121095657345,28.9789026260376,21.1801919937134,25.3716232299805
"Metacarcinus","magister","leth",17.5,15,"lab","",33.5,48.68,-122.5,"",0,"Arthropoda","Malacostraca","Decapoda","Cancridae","Marine","Prentice_and_Schneider_1979","Comparative_Biochemical_Physiology_63A_591-597","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",1500,"http://www.specialistidelvivo.com/granciporro_cancer-magister_eng.asp",22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micrathyria","aequalis","crit",25,NA,"","",45.4,9.16,-79.83,"",0,"Arthropoda","Insecta","Odonata","Libellulidae","Terrestrial","May_1978","Sunday_et_al_PNAS_2014","",33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,"ectotherm",0.0793,"mean from Brose et al. dataset",NA,NA,30.2622833251953,52.8716695785522,31.6638810157776,26.5735593795776,52.8716695785522,31.6638810157776,26.5735593795776,30.2622833251953
"Micrathyria","eximia","crit",25,NA,"","",44.7,9.16,-79.83,"",0,"Arthropoda","Insecta","Odonata","Libellulidae","Terrestrial","May_1978","Sunday_et_al_PNAS_2014","",33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,"ectotherm",0.0793,"mean from Brose et al. dataset",NA,NA,30.2622833251953,52.8716695785522,31.6640950202942,26.5735593795776,52.8716695785522,31.6640950202942,26.5735593795776,30.2622833251953
"Micrathyria","ocellata","crit",25,NA,"","",44.3,9.16,-79.83,"",0,"Arthropoda","Insecta","Odonata","Libellulidae","Terrestrial","May_1978","Sunday_et_al_PNAS_2014","",33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,"ectotherm",0.0793,"mean from Brose et al. dataset",NA,NA,30.2622833251953,52.8716695785522,31.6640950202942,26.5735593795776,52.8716695785522,31.6640950202942,26.5735593795776,30.2622833251953
"Misumenoides","formosipes","crit",22.8,NA,"","",48.2,40.5,-74.5,"",36.9,"Arthropoda","Arachnida","Araneae","Thomisidae","Terrestrial","Schmalhofer_1999","Sunday_et_al_PRSB_2011","",30.11544037,29.59677124,47.00887299,39.01095963,30.56016731,21.96637154,"ectotherm",8.43e-05,"mean from Brose et al. dataset",NA,NA,26.9601745605469,41.5917524337768,26.8339423179626,21.3600361824036,41.5917524337768,26.8339423179626,21.3600361824036,26.9601745605469
"Misumenops","asperatus","crit",16.5,NA,"","",45.1,40.5,-74.5,"",36.9,"Arthropoda","Arachnida","Araneae","Thomisidae","Terrestrial","Schmalhofer_1999","Sunday_et_al_PRSB_2011","",30.11544037,29.59677124,47.00887299,39.01095963,30.56016731,21.96637154,"ectotherm",8.43e-05,"mean from Brose et al. dataset",NA,NA,26.9601745605469,41.5917524337768,26.8339423179626,21.3600361824036,41.5917524337768,26.8339423179626,21.3600361824036,26.9601745605469
"Moloch","horridus","crit",NA,NA,"","",42.5,-30,150,"",NA,"Chordata","Reptilia","Squamata","Agaidae","Terrestrial","Spellerberg_1972","Sunday_et_al_PRSB_2011","Filed fresh; only season of collection was given - not field temp.",33.69905853,32.23156738,62.75935745,49.77322769,34.18748474,21.41693115,"ectotherm",61.97,"Slavenko et al. 2016 database",NA,NA,29.2859649658203,55.9251811981201,30.4193519592285,20.7009906768799,55.9223857646236,30.4179015571423,20.700700302591,29.286510021817
"Mugil","cephalus","crit",30,12,"lab","",41.8,21.3,-158,"",0,"Chordata","Actinopterygii","Mugiliformes _‹_ Mugilidae _‹_ Moolgarda","Mugilidae","Marine","Sylvester et al 1975","J. Fish Biol. (1975) 7 257-262","new",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mugil","curema","crit",26.5,90,"field_fresh","",40.8,2.96,-78.2,"",0,"Chordata","Actinopterygii","Perciformes","Mugilidae","Marine","Mora_and_Ospina_2001;_2002","Sunday_et_al_PRSB_2011","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",680,"fishbase",90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulinia","lateralis","leth",25,NA,"lab","",33.5,37.11,-76.13,"",0,"Mollusca","Bivalvia","Veneroida","Mactridae","Marine","Kennedy_and_Mihursky_1971","Chesapeake_Science_(1971)_12:_193","added acclimation but could not find duration description",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mya","arenaria","leth",30,NA,"lab","",32.5,37.11,-76.13,"",0,"Mollusca","Bivalvia","Myoida","Myidae","Marine","Kennedy_and_Mihursky_1971","Chesapeake_Science_(1971)_12:_193","added acclimation but could not find duration description",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myoxocephalus","quadricornis_hexacornis","leth",12,90,"field_fresh","summer and autumn",25,71,-156.47,"",0,"Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Marine","Scholander_et_al_1953","Sunday_et_al_PRSB_2011","removed tmin - artificial as far as I can tell",NA,NA,NA,NA,NA,NA,"ectotherm",260,"fishbase",60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myrmecocystus","depilis","crit",24,NA,"","",47.4,36.68,-108.31,"",1191,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Kay_1978","Sunday_et_al_PNAS_2014","",34.99483109,34.11813354,56.14860916,45.85456848,29.83949089,19.93857574,"ectotherm",0.897,"From length-weight relationship in Wardhaugh 2013 https://onlinelibrary.wiley.com/doi/pdf/10.1111/aen.12032",1.2,NA,29.3012252807617,49.8624755859375,24.0790237426758,17.7620963096619,49.8624755859375,24.0790237426758,17.7620963096619,29.3012252807617
"Myrmecocystus","mexican","crit",24,NA,"","",44.2,36.68,-108.31,"",1191,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Kay_1978","Sunday_et_al_PNAS_2014","",34.99483109,34.11813354,56.14860916,45.85456848,29.83949089,19.93857574,"ectotherm",0.897,"From length-weight relationship in Wardhaugh 2013 https://onlinelibrary.wiley.com/doi/pdf/10.1111/aen.12032",1.2,NA,29.3012252807617,49.8624755859375,24.0790237426758,17.7620963096619,49.8624755859375,24.0790237426758,17.7620963096619,29.3012252807617
"Myrmecocystus","mimicu","crit",24,NA,"","",47.7,36.68,-108.31,"",1191,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Kay_1978","Sunday_et_al_PNAS_2014","",34.99483109,34.11813354,56.14860916,45.85456848,29.83949089,19.93857574,NA,NA,NA,NA,NA,29.3012252807617,49.8624755859375,24.0790237426758,17.7620963096619,NA,NA,NA,NA
"Myrmecocystus","romainei","crit",24,NA,"","",46.1,36.68,-108.31,"",1191,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Kay_1978","Sunday_et_al_PNAS_2014","",34.99483109,34.11813354,56.14860916,45.85456848,29.83949089,19.93857574,"ectotherm",0.897,"From length-weight relationship in Wardhaugh 2013 https://onlinelibrary.wiley.com/doi/pdf/10.1111/aen.12032",1.2,NA,29.3012252807617,49.8624755859375,24.0790237426758,17.7620963096619,49.8624755859375,24.0790237426758,17.7620963096619,29.3012252807617
