"Genus","Species","tmax_metric","tmax_acc","tmax_acc_days","tmax_acc_type","tmax_col_time_if_field_fresh","tmax","lat_max","long_max","no_NicheMapR_data","altitude","Phylum","Class","Order","Family","Realm","REF_max","citation_details_or_paper_in_which_data_were_compiled","notes.2017","NM_1cm_airshade","NM_2m_airshade","NM_exposed_bodytemp","NM_exposed_air","NM_exposed_body_wet","NM_shade_body_wet","thermy","weight","weight_source","length","notes","NMGHCND_2m_airshade95","NMGHCND_exposed_Te95","NMGHCND_exposed_Te_wet95","NMGHCND_shade_Te_wet95","NMGHCND_exposed_Tb95","NMGHCND_exposed_Tb_wet95","NMGHCND_shade_Tb_wet95","NMGHCND_2m_shade_Tb95"
"Sphenomorphus","taiwanensis","crit",30,NA,"","",38.4,24,121.3,"",2700,"Chordata","Reptilia","Squamata","Scincidae","Terrestrial","Huang_et_al_2006","Sunday_et_al_PRSB_2011","",20.98459435,19.91418457,39.92296982,30.34432983,23.36336708,16.33523941,"ectotherm",6.41,"Slavenko et al. 2016 database",NA,NA,19.5469360351562,36.1843000411987,22.3339898109436,16.82517786026,36.1843000241245,22.3339898027476,16.8251778403657,19.5469357608624
"Sphenomorphus","tympanum","crit",NA,NA,"","",39.8,-30,150,"",NA,"Chordata","Reptilia","Squamata","Scincidae","Terrestrial","Spellerberg_1972","Sunday_et_al_PRSB_2011","Filed fresh; only season of collection was given - not field temp.",33.69905853,32.23156738,62.75935745,49.77322769,34.18748474,21.41693115,NA,NA,NA,NA,NA,29.2859649658203,55.9251811981201,30.4193519592285,20.7009906768799,NA,NA,NA,NA
"Sphoeroides","maculatus","leth",28,5,"lab","",32.5,40,-74,"",0,"Chordata","Actinopterygii","Tetraodontiformes","Tetradontidae","Marine","Hoff_and_Westman_1966_in_Brett_1972","Sunday_et_al_PRSB_2011","added acclimation; duration reported as 2-30 days.",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spodoptera","exempta","crit",27,NA,"","",55.94,-25.629883,28.238452,"",1282,"Arthropoda","Insecta","Lepidoptera","Noctuidae","Terrestrial","Klok_and_Chown_1998a","Sunday_et_al_PRSB_2011","",31.95585442,29.66436768,62.65512848,49.17808151,34.29391479,21.40068626,NA,NA,NA,NA,NA,28.4965209960938,57.5145631790161,31.7308465003967,21.4706906318665,NA,NA,NA,NA
"Stegastes","acapulcoensis","crit",26.5,90,"field_fresh","",37.7,2.96,-78.2,"",0,"Chordata","Actinopterygii","Perciformes","Pomacentridae","Marine","Mora_and_Ospina_2001;_2002","Sunday_et_al_PRSB_2011","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stemonyphantes","lineatus","crit",15,NA,"","",40.5,55.4,14.19,"",3,"Arthropoda","Arachnida","Araneae","Linyphiidae","Terrestrial","Almquist_1970","Sunday_et_al_PRSB_2011","",21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,"ectotherm",0.000179,"mean from Brose et al. dataset",NA,NA,18.8396835327148,33.0004692077637,21.0164030075073,15.8041455745697,33.0004692077637,21.0164030075073,15.8041455745697,18.8396835327148
"Suta","flagellum","crit",NA,NA,"","",40,-30,149.95,"",NA,"Chordata","Reptilia","Squamata","Hydrophiidae","Terrestrial","Spellerberg_1972","Sunday_et_al_PRSB_2011","Filed fresh; only season of collection was given - not field temp.",33.69905853,32.23156738,62.75935745,49.77322769,34.18748474,21.41693115,"ectotherm",36.92,"Slavenko et al. 2016 database",NA,NA,30.7347717285156,57.0162525177002,31.3437299728393,21.9372374534607,57.0153566146456,31.3428403609095,21.9369291431207,30.7339164273978
"Taeniopoda","eques","crit",30,NA,"","",45.2,31.91,-109.14,"",1450,"Arthropoda","Insecta","Orthoptera","Romaleidae","Terrestrial","Whitman_1987","Sunday_et_al_PNAS_2014","",35.67483521,34.52963257,60.79433823,49.00027466,31.91296577,21.41112137,"ectotherm",9,"EOL",7,NA,30.4440307617188,54.0176584243774,28.0443106651306,19.8198112487793,54.0176476290837,28.0443106291241,19.8198110311629,30.4440260341355
"Tagelus","dombeii","leth",13,7,"lab","",25.1,-36.5,-73.9,"",0,"Mollusca","Bivalvia","Veneroida","Solecurtidae","Marine","Urban_1994","Marine_Ecology_Progress_Series_107:_139-145_1994","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Takydromus","formosanus","crit",30,NA,"","",43.7,25.04,121.53,"",0,"Chordata","Reptilia","Squamata","Lacertidae","Terrestrial","Huang_2008","Sunday_et_al_PNAS_2014","",33.27677155,32.17633057,53.26551437,43.9737587,35.02835083,26.62737274,"ectotherm",6.12,"Slavenko et al. 2016 database",NA,NA,30.5442367553711,47.7339677810669,30.4164004325867,26.4812966346741,47.7339677943721,30.4164004524908,26.4812966348357,30.5442367470437
"Takydromus","hsuehshanensis","crit",30,NA,"","",44.1,24.1,121.3,"",2900,"Chordata","Reptilia","Squamata","Lacertidae","Terrestrial","Huang_2008","Sunday_et_al_PNAS_2014","",20.88896561,19.82232666,39.92695236,30.29524231,23.30879211,16.21977043,"ectotherm",8.67,"Slavenko et al. 2016 database",NA,NA,19.3751266479492,35.9766233444214,22.2059650421143,16.6820798873901,35.976621252677,22.2059650674216,16.6820801008122,19.375126598873
"Takydromus","septentrionalis","crit",35,NA,"","",44.5,28.47,119.92,"",0,"Chordata","Reptilia","Squamata","Lacertidae","Terrestrial","Yang_et_al_2009","Sunday_et_al_PRSB_2011","",35.50475693,34.70721436,57.30993652,47.62780762,36.00363922,28.4149456,"ectotherm",11.83,"Slavenko et al. 2016 database",NA,NA,31.141357421875,49.144935798645,31.1290689468384,27.0270577430725,49.1449416447436,31.1290718601731,27.0270562453283,31.1413454903083
"Takydromus","sexlineatus","crit",31.5,14,"","",42.2,24.7,113.6,"",28,"Chordata","Reptilia","Squamata","Lacertidae","Terrestrial","Zhang_and_Ji_2004","Sunday_et_al_PRSB_2011","Selected body temp (Tsel) experiment was conducted before Tmax, so used Tsel as acclimation. Assuming bulb set up was kept between experiments (so acclimation was at least 14 days).",35.8454895,34.53314209,60.17023468,49.79643631,36.07037354,27.91709518,"ectotherm",7.98,"Slavenko et al. 2016 database",NA,NA,32.081787109375,52.6711883544922,31.9032341003418,27.3774909973144,52.6711880289997,31.9032342018758,27.3774909971784,32.0817854263332
"Takydromus","stejnegeri","crit",30,NA,"","",43.2,25.04,121.53,"",0,"Chordata","Reptilia","Squamata","Lacertidae","Terrestrial","Huang_2008","Sunday_et_al_PNAS_2014","",33.27677155,32.17633057,53.26551437,43.9737587,35.02835083,26.62737274,"ectotherm",5.58,"Slavenko et al. 2016 database",NA,NA,30.5442367553711,47.7339677810669,30.4164004325867,26.4812966346741,47.7339677873227,30.4164004421123,26.4812966347514,30.5442367489202
"Tarentola","boettgeri","crit",23.5,7,"","",42.6,27.929,-15.508,"",0,"Chordata","Reptilia","Squamata","Gekkonidae","Terrestrial","Brown_1996","Sunday_et_al_PRSB_2011","p.398",26.54300308,25.4296875,46.69409943,36.47074509,29.53959846,18.8914566,"ectotherm",10.75,"Slavenko et al. 2016 database",NA,NA,23.4419067382812,42.2669870376587,24.9152606964111,18.6627517700195,42.2669735879333,24.9152596728157,18.6627519267373,23.4419070696789
"Taricha","torosa","leth",30,NA,"","",38,32.97,-116.74,"",146,"Chordata","Amphibia","Caudata","Salamandridae","Terrestrial","McFarland_1955","Sunday_et_al_PNAS_2014","",31.97460747,30.83630371,61.92667007,43.70150375,41.70372391,23.55032349,"ectotherm",197,"Santini et al. 2018 doi: 10.1111/1749-4877.12268",19.7,NA,28.0928359985352,48.7375534057617,28.878803062439,21.4960946083069,48.7320978872759,28.8642648152276,21.4893697418558,28.0850873018856
"Tauriphila","argo","crit",25,NA,"","",48.5,9.16,-79.83,"",0,"Arthropoda","Insecta","Odonata","Libellulidae","Terrestrial","May_1978","Sunday_et_al_PNAS_2014","",33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,"ectotherm",0.0793,"mean from Brose et al. dataset",NA,NA,30.2622833251953,52.8716695785522,31.6640950202942,26.5735593795776,52.8716695785522,31.6640950202942,26.5735593795776,30.2622833251953
"Tautogolabrus","adspersus","leth",20,90,"field_fresh","",30,42,-70,"",0,"Chordata","Actinopterygii","Perciformes","Labridae","Marine","Brett_1970","Sunday_et_al_PRSB_2011","added duration of acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",1000,"fishbase",38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetromorium","nigerrimum","crit",20,NA,"","",42,41.296,2.09,"",50,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Cerda_2002","Sunday_et_al_PNAS_2014","",29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,NA,NA,NA,NA,NA,25.3716232299805,46.8121095657349,28.9789026260376,21.1801919937134,NA,NA,NA,NA
"Tetromorium","semilaeve","crit",20,NA,"","",40,41.296,2.09,"",50,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Cerda_2002","Sunday_et_al_PNAS_2014","",29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,NA,NA,NA,NA,NA,25.3716232299805,46.8121095657349,28.9789026260376,21.1801919937134,NA,NA,NA,NA
"Thalassoma","lucasanum","crit",26.5,90,"field_fresh","",36,2.96,-78.2,"",0,"Chordata","Actinopterygii","Perciformes","Labridae","Marine","Mora_and_Ospina_2001;_2002","Sunday_et_al_PRSB_2011","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",30.5605516,"fishbase from LW relationship",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thamnophis","ordinoides","crit",32,NA,"","",38.3,45.5,-122.5,"",200,"Chordata","Reptilia","Squamata","Colubridae","Terrestrial","Stewart_1965","Sunday_et_al_PNAS_2014","",27.3002243,26.44573975,48.13409042,38.24885559,29.51032639,17.85992241,"ectotherm",247.99,"Slavenko et al. 2016 database",NA,NA,23.1687469482422,41.2222936630249,23.858523273468,17.2872109413147,41.2235812007818,23.8613675239998,17.2815888740756,23.1624218838636
"Thamnophis","sirtalis_concinnus","crit",32,NA,"","",39.2,45.5,-122.5,"",200,"Chordata","Reptilia","Squamata","Colubridae","Terrestrial","Stewart_1965","Sunday_et_al_PNAS_2014","",27.3002243,26.44573975,48.13409042,38.24885559,29.51032639,17.85992241,NA,NA,NA,NA,NA,23.1687469482422,41.2222936630249,23.858523273468,17.2872109413147,NA,NA,NA,NA
"Tibellus","oblongus","crit",15,NA,"","",42.8,55.4,14.19,"",3,"Arthropoda","Arachnida","Araneae","Philodromidae","Terrestrial","Almquist_1970","Sunday_et_al_PRSB_2011","",21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,"ectotherm",8.43e-05,"mean from Brose et al. dataset",NA,NA,18.8396835327148,33.0004692077637,21.0164030075073,15.8041455745697,33.0004692077637,21.0164030075073,15.8041455745697,18.8396835327148
"Tiliqua","nigrolutea","crit",NA,NA,"","",42.5,-30,150,"",NA,"Chordata","Reptilia","Squamata","Scincidae","Terrestrial","Spellerberg_1972","Sunday_et_al_PRSB_2011","Filed fresh; only season of collection was given - not field temp.",33.69905853,32.23156738,62.75935745,49.77322769,34.18748474,21.41693115,"ectotherm",1445.85,"Slavenko et al. 2016 database",NA,NA,29.2859649658203,55.9251811981201,30.4193519592285,20.7009906768799,55.8960827445075,30.1366964571509,20.6275611460152,29.277820929214
"Tiliqua","rugosa","crit",35,NA,"","",43,-30,150,"",NA,"Chordata","Reptilia","Squamata","Scincidae","Terrestrial","Bennett_and_John-Alder_1986","Sunday_et_al_PRSB_2011","",33.69905853,32.23156738,62.75935745,49.77322769,34.18748474,21.41693115,"ectotherm",1229.69,"Slavenko et al. 2016 database",NA,NA,29.2859649658203,55.9251811981201,30.4193519592285,20.7009906768799,55.9042667558154,30.1608788275653,20.6419402538604,29.289249164965
"Tlalocohyla","smithi","crit",30,NA,"","",42.5,22,-104.8,"",304.8,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",34.28532028,32.83303833,68.30250549,49.30170441,41.25656891,26.17919159,NA,NA,NA,NA,NA,31.6259155273438,55.1312919616699,33.9171731948853,25.911395740509,NA,NA,NA,NA
"Trachymyrmex","smithi_neomexicanus","crit",25,NA,"","",36.7,35.65,-106.77,"",1000,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Schumacher_1974","Sunday_et_al_PNAS_2014","",32.87584686,32.01879883,53.77226639,43.49163818,29.00490379,19.02292633,"ectotherm",0.897,"From length-weight relationship in Wardhaugh 2013 https://onlinelibrary.wiley.com/doi/pdf/10.1111/aen.12032",1.2,NA,27.72431640625,48.0623098373413,23.6410799980164,17.1556797027588,48.0623098373413,23.6410799980164,17.1556797027588,27.7243164062498
"Tramea","carolina","crit",25,NA,"","",46.8,29.6,-82.3,"",55,"Arthropoda","Insecta","Odonata","Libellulidae","Terrestrial","May_1978","Sunday_et_al_PNAS_2014","",33.61157608,32.71127319,55.40496063,45.65523529,35.16519928,26.24110603,"ectotherm",0.0793,"mean from Brose et al. dataset",NA,NA,30.9857788085938,50.8137338638306,32.5436080932617,25.6133712768555,50.8137338638306,32.5436080932617,25.6133712768555,30.9857788085938
"Tramea","cophysa","crit",25,NA,"","",47.6,9.16,-79.83,"",0,"Arthropoda","Insecta","Odonata","Libellulidae","Terrestrial","May_1978","Sunday_et_al_PNAS_2014","",33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,"ectotherm",0.0793,"mean from Brose et al. dataset",NA,NA,30.2622833251953,52.8716695785522,31.6640950202942,26.5735593795776,52.8716695785522,31.6640950202942,26.5735593795776,30.2622833251953
"Tramea","walkeri","crit",25,NA,"","",46.3,9.16,-79.83,"",0,"Arthropoda","Insecta","Odonata","Libellulidae","Terrestrial","May_1978","Sunday_et_al_PNAS_2014","",33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,"ectotherm",0.0793,"mean from Brose et al. dataset",NA,NA,30.2622833251953,52.8716695785522,31.6640950202942,26.5735593795776,52.8716695785522,31.6640950202942,26.5735593795776,30.2622833251953
"Trapelus","savignyi","crit",30,12,"","",47.2,31.1,34.8,"",330,"Chordata","Reptilia","Squamata","Agamidae","Terrestrial","Hertz_et_al._1983","Sunday_et_al_PRSB_2011","Acclimation data add. Citation is: Hertz P.E. R.B. Huey and E. Nevo. 1983. Homage to Santa Anita: Thermal Sensitivity of Sprint Speed in Agamid Lizards. Evolution; 37: 1075-1084.",34.59440231,32.82012939,61.25446701,49.03572083,34.74157333,23.19183922,NA,NA,NA,NA,NA,30.6619262695312,56.1725305557251,31.6520283699036,22.8553290367126,NA,NA,NA,NA
"Trematomus","bernacchii","leth",-1.9,90,"field_fresh","",6,-77.75,165,"",0,"Chordata","Actinopterygii","Perciformes","Nototheniidae","Marine","Somero_and_DeVries_1967_in_Brett_1970","Sunday_et_al_PRSB_2011","Acclimated in lab for """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""less than 1 week"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" to match field conditions exactly; so technically field fresh + lab; but closer to field fresh. Removed tmin - these were inferred based on ice crystal formation but there was no sign of physiological distress. Corrected tmax to match author's conclusions about upper incipient lethal temperature (LT50 at 1 week).",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trematomus","borchgrevinki","leth",-1.9,90,"field_fresh","",6,-77.75,165,"",0,"Chordata","Actinopterygii","Perciformes","Nototheniidae","Marine","Somero_and_DeVries_1967_in_Brett_1970","Sunday_et_al_PRSB_2011","Acclimated in lab for """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""less than 1 week"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" to match field conditions exactly; so technically field fresh + lab; but closer to field fresh. Removed tmin - these were inferred based on ice crystal formation but there was no sign of physiological distress. Corrected tmax to match author's conclusions about upper incipient lethal temperature (LT50 at 1 week).",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trematomus","hansoni","leth",-1.9,90,"field_fresh","",6,-77.75,165,"",0,"Chordata","Actinopterygii","Perciformes","Nototheniidae","Marine","Somero_and_DeVries_1967_in_Brett_1970","Sunday_et_al_PRSB_2011","Acclimated in lab for """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""less than 1 week"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" to match field conditions exactly; so technically field fresh + lab; but closer to field fresh. Removed tmin - these were inferred based on ice crystal formation but there was no sign of physiological distress. Corrected tmax to match author's conclusions about upper incipient lethal temperature (LT50 at 1 week).",NA,NA,NA,NA,NA,NA,"ectotherm",997.7758405,"fishbase from LW relationship",41,NA,NA,NA,NA,NA,NA,NA,NA,NA
